course_id,course_title,is_paid,level,subject,url,content_duration_hr,num_lectures,price,reviews,students,published_datetime
1271430,Workshop on Banking Credit Analysis Process,Paid,All Levels,Business Finance,https://www.udemy.com/workshop-on-banking-credit-analysis-process/,1.5,7,100,0,0,2017-06-28 04:22:27
715476,The Cuckoo Strategy to get European Funding,Paid,All Levels,Business Finance,https://www.udemy.com/the-cuckoo-strategy-to-get-european-funding/,1.0,6,160,0,0,2016-05-01 06:38:23
1219820,Accounting - The 6 most important rules you must learn,Paid,All Levels,Business Finance,https://www.udemy.com/accounting-the-6-most-important-rules-you-must-learn/,1.0,9,20,0,0,2017-05-25 02:55:50
627332,Mutual Funds for Investors in Retirement Accounts,Paid,All Levels,Business Finance,https://www.udemy.com/mutual-funds-for-investors-in-retirement-accounts/,0.0,0,20,0,0,2015-12-16 09:38:38
1136038,Free Ways to Create Passive Income Online,Paid,Beginner Level,Business Finance,https://www.udemy.com/how-to-make-passive-income-online/,1.0,27,25,0,0,2017-04-17 03:33:13
1232282,The Cash Flow Statement - An Introduction,Paid,Beginner Level,Business Finance,https://www.udemy.com/cash-flow-statement-introduction/,1.5,10,50,0,0,2017-06-28 09:05:51
41961,"Options Foundation - Time Decay, Implied Volatility, Greeks",Paid,Beginner Level,Business Finance,https://www.udemy.com/learn-options-trading/,3.0,14,60,25,459,2013-02-16 05:48:33
42040,Buying Call and Put Options - Options beginner strategies,Paid,Intermediate Level,Business Finance,https://www.udemy.com/buy-call-options-buy-put-options-trading-strategies/,3.0,14,60,20,266,2013-02-18 02:54:27
1039442,How To Trade RSI Pullback Strategy: Entry To Exit (Forex),Paid,All Levels,Business Finance,https://www.udemy.com/how-to-trade-rsi-pullback-strategy-entry-to-exit/,2.0,21,150,10,104,2017-02-16 09:52:41
615602,Valuation of Goodwill for CA / CFA / CMA Exams,Paid,All Levels,Business Finance,https://www.udemy.com/valuation-of-goodwill/,1.12,9,20,0,1509,2015-09-23 10:16:11
235112,Forex - Catch the Big Market Moves in Forex,Paid,Intermediate Level,Business Finance,https://www.udemy.com/how-to-catch-the-big-market-moves-in-forex/,1.5,14,20,25,212,2014-01-06 11:52:58
551910,SEASON 2 MQL4 Tutorial Bootcamp - Metatrader4 Trading Robots,Paid,All Levels,Business Finance,https://www.udemy.com/mql4-tutorial-bootcamp-metatrader4-trading-robots-expert-advisors-mt4/,1.0,34,25,18,462,2015-07-15 05:34:53
1051430,Intermediate Accounting 1: Easy. Fast. Simple!,Paid,Intermediate Level,Business Finance,https://www.udemy.com/intermediateaccounting/,2.5,35,200,12,90,2016-12-29 09:21:35
828596,Global Macro Investing - Take Control Of The World's Markets,Paid,Intermediate Level,Business Finance,https://www.udemy.com/global-macro-trading-take-control-of-the-worlds-markets/,2.0,27,30,41,153,2016-05-16 02:50:20
258894,How to Read a Balance Sheet,Paid,Beginner Level,Business Finance,https://www.udemy.com/how-to-read-balance-sheet/,3.5,64,50,21,1055,2014-11-07 04:40:35
138560,Credit Repair from a Financial Institution,Paid,All Levels,Business Finance,https://www.udemy.com/credit-repair-from-a-financial-institution/,2.5,9,20,13,157,2014-01-14 03:22:43
689868,The Binary Institute -  Binary Options Trading Course,Paid,All Levels,Business Finance,https://www.udemy.com/the-binary-institute-binary-options-trading-course/,2.5,12,200,25,103,2015-12-14 10:27:08
1020244,Mental Models For Wall Street - Become A Better Trader,Free,All Levels,Business Finance,https://www.udemy.com/mental-models-for-wall-street/,2.0,35,0,50,1067,2016-12-14 01:53:28
858764,æ ªå¼_x008f_æŠ•è³‡ã_x0081_«å_x0090_‘ã_x0081__x008f_æ€§æ ¼ã_x0081_«å¤‰ã_x0081_ˆã‚‹ã_x0081_Ÿã‚_x0081_ã_x0081_®å¿ƒç_x0090_†å­¦ã‚’å­¦ã_x0081_¶,Paid,All Levels,Business Finance,https://www.udemy.com/jun-sakai-trading-course2/,1.5,28,20,11,58,2016-06-14 08:53:31
941310,MatemÃ¡tica Financeira com HP12C e MS Excel,Paid,Beginner Level,Business Finance,https://www.udemy.com/matematica-financeira-com-hp12-e-ms-excel/,4.5,30,20,17,74,2016-12-10 06:50:11
1214144,Â¡Triunfar en La Bolsa de Valores No Requiere de Experiencia!,Free,Beginner Level,Business Finance,https://www.udemy.com/triunfar-en-la-bolsa-de-valores-no-requiere-de-experiencia/,1.0,6,0,7,338,2017-05-30 07:30:12
492344,CÃ³mo Crear PolÃ­ticas Contables bajo NIIF para PYMES,Paid,All Levels,Business Finance,https://www.udemy.com/como-crear-politicas-contables-bajo-niif-para-pymes/,1.0,6,20,5,27,2015-08-25 09:18:04
815672,Finanzas Personales para Vivir Libre de Deudas,Paid,Beginner Level,Business Finance,https://www.udemy.com/finanzas-personales-para-vivir-libre-de-deudas/,6.0,77,75,13,76,2016-04-27 10:01:52
376712,Finanzas personales: Logrando la Libertad Financiera,Paid,Beginner Level,Business Finance,https://www.udemy.com/finanzas-personales-logrando-la-libertad-financiera/,2.0,12,30,5,27,2015-09-01 07:35:12
869716,æ ªå¼_x008f_æŠ•è³‡ã_x0081_§æœ¬å½“ã_x0081_®ãƒ†ã‚¯ãƒ‹ã‚«ãƒ«åˆ†æž_x0090_ã_x0081_Œã_x0081_§ã_x0081__x008d_ã‚‹ã‚ˆã_x0081_†ã_x0081_«ã_x0081_ªã‚‹,Paid,Intermediate Level,Business Finance,https://www.udemy.com/jun-sakai-trading-course4/,2.5,45,20,10,68,2016-01-07 12:53:20
754156,Aktiver VermÃ¶gensaufbau mit ETF,Paid,Beginner Level,Business Finance,https://www.udemy.com/aktiver-vermoegensaufbau/,2.0,33,20,18,112,2016-02-22 07:20:36
709816,Socorro! Preciso Organizar as Minhas FinanÃ§as!,Paid,All Levels,Business Finance,https://www.udemy.com/socorro-preciso-organizar-as-minhas-financas/,1.5,37,20,17,72,2016-08-01 10:06:39
680046,Curso Completo de Opciones Binarias: Estrategias 90% Acierto,Paid,All Levels,Business Finance,https://www.udemy.com/opciones-binarias-gana-dinero-trading-de-opciones-binarias/,1.5,26,145,16,335,2015-12-16 08:51:50
1138162,Le basi del Trading,Paid,All Levels,Business Finance,https://www.udemy.com/le-basi-del-trading/,3.5,18,200,5,22,2017-10-03 04:58:58
829182,ã€_x0090_å€‹äººäº‹æ¥­ä¸»å_x0090_‘ã_x0081_‘ã€‘é_x009d_’è‰²ç”³å‘Šã_x0081_®è¨˜å¸³ã‚’è‡ªåŠ›ã_x0081_§è¡Œã_x0081_†ã_x0081_Ÿã‚_x0081_ã_x0081_®è¤‡å¼_x008f_ç°¿è¨˜ã_x0081_®åŸºæœ¬,Paid,Beginner Level,Business Finance,https://www.udemy.com/aoirokojin/,3.0,37,30,3,41,2016-05-25 09:12:15
1163242,Profit and Loss Account for bankers and credit analysts,Paid,Beginner Level,Business Finance,https://www.udemy.com/profit-and-loss-account-for-bankers-and-credit-analysts/,7.5,31,20,0,1,2017-04-23 03:07:02
46933,Business Accounts For Managers,Paid,Beginner Level,Business Finance,https://www.udemy.com/business-accounts-for-managers/,3.0,23,30,0,16,2013-04-23 06:07:51
954842,Black Scholes Option Pricing Model,Paid,Beginner Level,Business Finance,https://www.udemy.com/black-scholes-option-pricing-model/,1.0,10,25,0,3,2017-03-05 09:42:34
868112,Chief Wealth Officer,Paid,Beginner Level,Business Finance,https://www.udemy.com/chief-wealth-officer/,1.0,7,45,0,4,2016-03-06 03:38:05
1056242,Practical Accounts Training A,Paid,Intermediate Level,Business Finance,https://www.udemy.com/mobile-practical-accounts-training-a/,31.5,127,35,0,2,2017-01-18 10:52:11
113712,International Trade and New Geographic Economy,Paid,All Levels,Business Finance,https://www.udemy.com/international-trade-and-new-geographic-economy/,0.533333333,6,20,1,12,2013-05-12 12:10:14
146454,2. Principles of Simple Interest - advanced problems,Paid,Intermediate Level,Business Finance,https://www.udemy.com/principles-of-simple-interest-advanced-problems/,1.5,12,20,1,10,2014-01-20 01:56:35
56926,School of Raising Capital: Agile Financial Modeling,Paid,All Levels,Business Finance,https://www.udemy.com/agilefinancialmodeling/,1.5,11,20,1,12,2013-06-28 09:41:04
589778,How to Read Financial Statements,Paid,Beginner Level,Business Finance,https://www.udemy.com/how-to-read-financial-statements/,2.0,59,20,2,5,2015-08-23 01:13:45
1113702,"Intro. to Asset-Backed Securities, CFA Level I,  2017 Prep",Paid,All Levels,Business Finance,https://www.udemy.com/intro-to-asset-backed-securities-cfa-level-i-2017-prep/,3.0,13,20,0,1,2017-03-27 12:59:34
1072220,Reach Your Personal Financial Goals the Easy Way (2017 UK),Paid,All Levels,Business Finance,https://www.udemy.com/reach-your-personal-financial-goals-the-easy-way-2017-uk/,4.5,59,95,0,2,2017-05-22 04:58:16
101038,Bitesize Bookkeeping for busy people,Paid,Beginner Level,Business Finance,https://www.udemy.com/bitesize-bookkeeping-for-busy-people/,1.5,13,20,0,9,2015-03-29 11:18:33
417088,Do Your Own Accounts,Paid,All Levels,Business Finance,https://www.udemy.com/doyourownaccounts/,1.5,13,35,2,42,2015-02-13 01:56:58
258954,CFA Level 1 - Derivatives,Paid,All Levels,Business Finance,https://www.udemy.com/cfa-exam/,4.0,25,30,6,110,2014-07-21 03:31:02
298044,Accounting for everyone!,Paid,Beginner Level,Business Finance,https://www.udemy.com/accounting-for-everyone/,1.0,14,35,2,420,2014-11-18 04:34:25
593962,Stock Fundamental Analysis with Excel,Paid,All Levels,Business Finance,https://www.udemy.com/stock-fundamental-analysis-with-excel/,10.0,50,50,13,206,2015-09-15 02:56:38
941520,Financial Accounting For Beginners,Paid,All Levels,Business Finance,https://www.udemy.com/financial-accounting-for-beginners/,1.5,22,60,3,164,2016-09-25 11:41:49
64173,Trading: How Transformative Learning Drives Expertise,Paid,All Levels,Business Finance,https://www.udemy.com/trading-how-transformative-learning-drives-expertise/,1.0,16,30,2,69,2013-07-15 10:20:29
371828,Manual Bookkeeping,Paid,Intermediate Level,Business Finance,https://www.udemy.com/manual-bookkeeping/,2.5,26,20,2,28,2015-07-24 01:42:34
974954,Numeracy skills in business and everyday life:Think and Deal,Paid,Beginner Level,Business Finance,https://www.udemy.com/numeracy-skills-in-business-and-everyday-life-think-and-deal/,1.03,15,20,4,90,2016-11-10 12:36:43
818572,Financial Modelling in Excel Step by Step,Paid,Intermediate Level,Business Finance,https://www.udemy.com/financial-modelling-course-using-excel/,1.5,17,20,2,13,2016-05-05 09:50:07
115752,Straight From Business School: Create Financial Statements,Paid,Beginner Level,Business Finance,https://www.udemy.com/straight-from-business-school-create-financial-statements/,1.0,5,20,2,31,2013-11-27 05:07:56
731150,How To Pay Less Tax (UK version),Paid,All Levels,Business Finance,https://www.udemy.com/paylesstax/,0.516666667,98,50,2,13,2016-01-19 10:20:04
627772,Interpreting financial statements,Free,All Levels,Business Finance,https://www.udemy.com/financial-statements-focused-on-cash-flows/,2.0,54,0,111,2119,2015-10-28 11:25:41
850726,Forex trading with binary options,Paid,All Levels,Business Finance,https://www.udemy.com/forex-trading-with-binary-options/,3.0,21,25,28,136,2016-05-16 02:40:10
136244,Triple P Trading Course,Paid,All Levels,Business Finance,https://www.udemy.com/triple-p-trading-course/,3.0,16,20,15,797,2013-12-23 08:53:53
485889,Cost Accounting - A Comprehensive Study,Paid,All Levels,Business Finance,https://www.udemy.com/cost-accounting-a-comprehensive-study/,29.5,286,180,43,503,2015-04-26 04:46:55
507778,How to become a successful day trader,Paid,All Levels,Business Finance,https://www.udemy.com/a-successful-day-trader/,2.5,27,95,6,1150,2015-05-25 04:32:56
422918,Essentials of Finance and Investment in 2 hours,Paid,Beginner Level,Business Finance,https://www.udemy.com/finance-hien-minh-luu/,2.0,14,20,6,1403,2015-01-06 02:48:13
362530,Public Speaking: You Can Give Great Financial Presentations,Paid,All Levels,Business Finance,https://www.udemy.com/how-to-give-financial-presentations/,6.5,23,20,6,916,2014-10-12 10:00:27
579642,Professional Trading - Consistent Profits with Low Risk!,Paid,All Levels,Business Finance,https://www.udemy.com/professional-trading-consistent-profits-with-low-risk/,1.0,27,20,5,627,2015-10-16 10:44:17
1022796,Trading for winning,Paid,All Levels,Business Finance,https://www.udemy.com/charting-for-beginners-for-dummies-newbies-technical-analysis/,2.0,27,200,7,168,2017-01-22 09:18:48
793084,Succeed in Stocks Even if you Don't Know Where to Start,Free,Beginner Level,Business Finance,https://www.udemy.com/succeed-in-stocks-even-if-you-dont-know-where-to-start/,1.0,10,0,20,2554,2017-08-03 08:55:24
881062,Options Basics & Trading With Small Capital! - Level 1,Paid,Beginner Level,Business Finance,https://www.udemy.com/options-basics-trading-with-small-capital/,2.0,19,30,17,120,2016-07-26 01:26:58
838260,Forex trading Basic to advance Professional Level course,Paid,All Levels,Business Finance,https://www.udemy.com/forex-trading-basic-to-advance-professional-level-course/,2.5,28,20,13,750,2016-05-05 12:34:08
380542,Day Trading in Stocks: Strategies for Beginner Investors,Paid,All Levels,Business Finance,https://www.udemy.com/day-trading-in-stocks-strategies-for-beginner-investors/,2.0,9,50,19,217,2015-08-01 09:52:16
772480,Learn to Trade Forex Big U-Turn Trade,Paid,Beginner Level,Business Finance,https://www.udemy.com/learn-to-trade-forex-big-u-turn-trade/,1.0,12,50,13,106,2016-02-24 10:44:24
576906,"Technical Analysis Primer for trading Stocks, Bonds & Forex",Paid,Beginner Level,Business Finance,https://www.udemy.com/technical-analysis-made-easy/,3.0,36,50,4,397,2015-11-23 11:16:33
410196,DIY: Reduce Unpaid Federal Tax thru  IRS Offer in Compromise,Paid,All Levels,Business Finance,https://www.udemy.com/diy-reduce-unpaid-federal-tax-thru-irs-offer-in-compromise/,1.0,8,20,3,44,2015-03-26 11:20:18
581662,Stock Trading with this Strategy,Paid,All Levels,Business Finance,https://www.udemy.com/stock-trading-with-this-strategy/,1.0,6,50,3,30,2015-08-13 02:52:16
1088102,The Psychology of Trading,Paid,All Levels,Business Finance,https://www.udemy.com/the-psychology-of-trading/,1.0,20,20,3,95,2017-01-02 07:58:36
788756,Professional Forex Strategy+2 weeks for FREE trading alerts,Paid,All Levels,Business Finance,https://www.udemy.com/forex-candlesticks-strategy/,1.0,15,95,9,55,2016-03-29 10:23:29
380206,Stock Trading Essentials for Day Traders,Paid,All Levels,Business Finance,https://www.udemy.com/stock-trading-essentials-for-day-traders/,1.0,9,100,15,94,2015-08-01 09:40:22
160322,Basics of Finance and Budgeting,Paid,Beginner Level,Business Finance,https://www.udemy.com/basics-of-finance-and-budgeting/,6.0,34,20,7,578,2014-05-18 09:02:10
610812,Portfolio Management CFA L1 2016,Paid,All Levels,Business Finance,https://www.udemy.com/portfolio-management-cfa-l1/,5.0,34,20,5,393,2015-09-15 01:48:19
288256,"Trade Stocks, Forex & Financial Markets like a Professional",Paid,All Levels,Business Finance,https://www.udemy.com/stock-and-forex-trading-strategy-course/,3.0,12,20,6,116,2014-08-28 08:02:35
662996,The Tax Advantaged Investor: A Guide to Legal Tax Reduction!,Free,All Levels,Business Finance,https://www.udemy.com/university-of-puerto-rico-mba-student-act-20-act-22-course/,2.0,25,0,42,1888,2015-12-16 09:22:24
101234,The Smart Option Trader,Paid,All Levels,Business Finance,https://www.udemy.com/the-smart-option-trader/,13.0,74,45,19,412,2013-10-10 03:02:48
1113442,Beginners Chart Patterns Trading for Penny Stocks,Paid,Beginner Level,Business Finance,https://www.udemy.com/beginners-chart-patterns-for-penny-stocks-part-2/,1.5,26,200,7,40,2017-02-21 09:37:40
746366,Financial Statements: Learn Accounting. Unlock the Numbers.,Paid,Beginner Level,Business Finance,https://www.udemy.com/learn-accounting-unlock-the-numbers/,3.0,35,40,12,222,2016-02-17 09:55:46
186556,CFAÂ® Level 1 2014 â€“ Alternative Investments,Paid,All Levels,Business Finance,https://www.udemy.com/cfa-level-1-2014-alternative-investments/,2.0,13,30,1,831,2014-04-14 04:27:09
179500,Interest Rate Swaps,Paid,All Levels,Business Finance,https://www.udemy.com/interest-rate-swaps/,3.5,20,50,24,485,2014-11-03 11:08:54
304000,Financial Modelling for entrepreneurs,Paid,All Levels,Business Finance,https://www.udemy.com/financial-modelling-for-entrepreneurs/,1.0,17,20,7,232,2014-09-20 01:26:56
334838,Economics - CFA Level 1 - 2014,Paid,Beginner Level,Business Finance,https://www.udemy.com/economics-cfa-level-1-2014/,4.0,24,20,20,135,2014-08-11 05:48:00
302456,Bookkeeping Made Simple,Paid,All Levels,Business Finance,https://www.udemy.com/bookkeeping-made-simple/,2.5,22,40,16,61,2015-07-16 01:51:43
537748,What is Bitcoin,Paid,All Levels,Business Finance,https://www.udemy.com/what-is-bitcoin/,5.0,27,20,3,61,2015-08-07 05:07:44
378464,Accounting for CA CPT Exams Part I,Paid,All Levels,Business Finance,https://www.udemy.com/inventory-valuation/,13.5,120,50,2,874,2014-12-27 03:10:19
532216,Raising Capital for Your Business,Paid,All Levels,Business Finance,https://www.udemy.com/raising-capital-for-your-business/,2.5,60,50,5,22,2015-03-08 03:46:45
41973,"Silver, Gold, and Inflation",Free,Beginner Level,Business Finance,https://www.udemy.com/got-gold-get-gold-inflation/,1.0,11,0,76,5597,2013-02-16 08:08:05
138004,Accounting Concepts For Technocrats,Paid,Beginner Level,Business Finance,https://www.udemy.com/accounting-concepts-for-technocrats/,2.5,35,20,2,261,2013-12-26 04:41:50
94532,Beginner Financial Analysis: Invest Like Warren Buffett,Paid,Beginner Level,Business Finance,https://www.udemy.com/beginner-financial-analysis-invest-like-warren-buffett/,1.08,19,50,4,83,2014-10-03 02:49:34
467238,Advance Technical Analysis,Paid,Expert Level,Business Finance,https://www.udemy.com/advance-technical-analysis/,3.5,14,50,6,152,2015-08-04 11:11:52
850294,The Everyday Investor: Building Wealth with Venture Capital,Paid,Intermediate Level,Business Finance,https://www.udemy.com/the-everyday-investor/,2.5,12,20,2,176,2016-06-06 06:34:54
1110256,QuickBooks Online : Inventory Management For Non-Finance,Paid,All Levels,Business Finance,https://www.udemy.com/quickbooks-online-inventory-management-for-non-finance/,1.07,10,35,4,8,2017-04-20 03:15:19
439210,Law Matters,Paid,Beginner Level,Business Finance,https://www.udemy.com/law-matters/,0.45,12,20,1,327,2015-03-27 10:16:21
597164,Learn to Trade for Profit: Finding Winning Stocks - Chinese,Paid,All Levels,Business Finance,https://www.udemy.com/trade-for-profit-how-to-find-and-trade-stocks-successfully-chinese/,3.0,79,95,0,264,2015-08-10 10:04:03
773502,Financial Accounting Part 2 - Passing The Class,Paid,Beginner Level,Business Finance,https://www.udemy.com/financial-accounting-part-2-passing-the-class/,4.5,36,20,4,15,2017-01-05 03:58:40
262818,Simple Options Trading System,Paid,Intermediate Level,Business Finance,https://www.udemy.com/safe-and-easy-options-trading/,1.5,16,35,2,104,2014-07-31 01:25:42
255046,Investments and Financial Markets,Paid,Beginner Level,Business Finance,https://www.udemy.com/investments-and-financial-markets/,1.5,19,40,3,71,2014-07-22 12:08:41
295909,Legal Accounting,Paid,All Levels,Business Finance,https://www.udemy.com/solicitors-accounts/,4.0,49,110,6,26,2014-09-20 09:58:16
1153876,"Term Loan Appraisal for bankers, credit analysts",Paid,Beginner Level,Business Finance,https://www.udemy.com/term-loan-appraisal-for-bankers-credit-analysts/,6.5,28,20,2,11,2017-03-04 09:53:57
83736,Small Biz Doers' Guide to Small Biz Accounting + Bookkeeping,Paid,Beginner Level,Business Finance,https://www.udemy.com/an-entrepreneurs-guide-to-small-biz-bookkeeping/,5.5,58,20,7,1294,2013-08-27 08:28:52
75182,Trade Show Samurai,Paid,All Levels,Business Finance,https://www.udemy.com/trade-show-displays/,0.516666667,7,95,7,32,2013-08-29 08:44:46
236070,Forex Harmonic Trading- With Multiple Forex Chart Examples,Paid,All Levels,Business Finance,https://www.udemy.com/forex-harmonic-trading-with-multiple-examples/,2.5,25,135,16,313,2016-11-28 09:21:07
788796,The Cost of Capital: The Key To Attract Venture Capitalists,Paid,All Levels,Business Finance,https://www.udemy.com/the-cost-of-capital-and-the-evaluation-of-ideas/,1.08,6,50,4,635,2016-03-22 01:47:21
508796,Accounting for School Students,Paid,All Levels,Business Finance,https://www.udemy.com/cash-books-in-accountancy/,1.5,12,30,2,1311,2015-05-22 04:32:56
739910,Learn To Trade The Forex Naked Price Action Acapulco Trade,Paid,Intermediate Level,Business Finance,https://www.udemy.com/forex-naked-price-action-acapulco-trade/,1.0,13,70,9,288,2016-01-25 10:11:00
725872,Certificate in MYOB AccountRight Premier 2017 Course,Paid,All Levels,Business Finance,https://www.udemy.com/certificate-in-myob-accountright-premier-2016-valued-1250/,3.0,29,200,18,97,2016-10-03 03:45:35
894336,Master The Psychology of Forex & Binary Options Trading,Paid,Intermediate Level,Business Finance,https://www.udemy.com/master-the-psychology-of-forex-binary-options-trading/,1.0,7,20,16,53,2016-04-07 11:47:36
334820,Learn to Pick the Right Stock Broker Account,Paid,Beginner Level,Business Finance,https://www.udemy.com/learn-to-pick-the-right-stock-broker-account/,0.566666667,14,40,3,1102,2014-12-24 01:50:11
619786,Profit During Crashing Markets: A Step-by-Step Guide,Paid,All Levels,Business Finance,https://www.udemy.com/profit-during-crashing-markets-a-step-by-step-guide/,1.0,18,195,11,57,2016-05-16 02:38:56
249376,IFRIC 13-Customer Loyalty Programmes (Revenue),Free,All Levels,Business Finance,https://www.udemy.com/ifric-13-customer-loyalty-programmes-revenue/,1.0,6,0,22,2058,2014-05-07 12:43:15
1024862,Making Tax Digital - UK HMRC Legislation Explained,Free,All Levels,Business Finance,https://www.udemy.com/making-tax-digital/,1.0,7,0,0,743,2017-06-06 07:13:15
791574,Succeed in Futures Even if You Don't Know Where to Start,Free,All Levels,Business Finance,https://www.udemy.com/succeed-in-futures-even-if-you-dont-know-where-to-start/,1.0,15,0,19,3014,2017-02-01 09:58:06
788720,Cost of Capital and Weighted Average Cost of Capital,Free,All Levels,Business Finance,https://www.udemy.com/weighted-average-cost-of-capital-wacc/,1.0,22,0,3,405,2016-11-04 01:44:34
803028,Optimizing investment to maximise your return,Free,All Levels,Business Finance,https://www.udemy.com/optimizing-investment-to-maximise-your-return/,1.03,11,0,22,1696,2016-03-25 08:32:02
196164,Studying the CFA Program exams (Mandarin language version),Free,All Levels,Business Finance,https://www.udemy.com/studying-the-cfa-mandarin/,1.07,5,0,9,1168,2014-09-04 01:38:41
826168,Grundlagen der finanziellen UnabhÃ¤ngigkeit,Free,All Levels,Business Finance,https://www.udemy.com/grundlagen-der-finanziellen-unabhangigkeit/,1.5,9,0,96,1059,2016-04-21 12:07:16
1268616,Condor Broken Wing Butterfly Options Trading Course System,Free,All Levels,Business Finance,https://www.udemy.com/condor-broken-wing-butterfly-options-trading-course-system/,1.5,15,0,0,16,2017-06-07 12:47:16
936884,Free Options 101 - Basic of Call and Put Options in 1 Hours,Free,All Levels,Business Finance,https://www.udemy.com/free-options-101-basic-of-call-and-put-options-in-1-hours/,1.5,26,0,71,2481,2016-08-22 11:10:12
712994,Learn Wave accounting to maintain books properly,Free,All Levels,Business Finance,https://www.udemy.com/learn-wave-accounting-to-maintain-books-properly/,3.0,27,0,50,1089,2016-01-13 02:06:39
1047508,Make yourself a Santa Claus: Photoshop Manipulation,Free,All Levels,Graphic Design,https://www.udemy.com/make-your-self-a-santa-claus-merry-christmas/,0.566666667,8,0,20,2665,2016-12-22 09:10:35
1132572,How to Design an Awesome Letterhead in Adobe Illustrator,Free,All Levels,Graphic Design,https://www.udemy.com/letterheaddesign/,0.566666667,18,0,115,4776,2017-02-03 07:20:22
590794,Illustrator Quick Tipï¼š10åˆ†ã_x0081_§Kawaiiã‚«ãƒ¡ãƒ¬ã‚ªãƒ³ã‚’æ_x008f__x008f_ã_x0081_“ã_x0081_†,Free,All Levels,Graphic Design,https://www.udemy.com/illustrator-quick-tip10kawaii/,1.0,7,0,24,381,2015-08-31 01:52:45
650720,Creare un logo con Adobe Illustrator,Free,All Levels,Graphic Design,https://www.udemy.com/crea-il-tuo-logo-con-adobe-illustrator/,1.0,13,0,121,1447,2015-10-28 05:10:41
755680,Draw a realistic Fantail using pencil,Free,All Levels,Graphic Design,https://www.udemy.com/draw-a-realistic-fantail-using-pencil/,1.0,20,0,109,6754,2016-11-02 02:05:05
1245392,Voxel 3D Model Creation Course,Free,All Levels,Graphic Design,https://www.udemy.com/voxel-3d-model-creation-course/,1.05,8,0,9,1031,2017-08-06 03:46:39
1257870,Photoshop CC 2015 Top New Features,Free,All Levels,Graphic Design,https://www.udemy.com/photoshop-cc-2015-top-new-features/,1.05,13,0,3,1477,2017-06-26 12:37:58
22445,Learn to Design a Letterhead - A Beginners Course,Free,All Levels,Graphic Design,https://www.udemy.com/learn-to-design-a-letterhead/,1.13,13,0,423,24687,2012-10-10 04:34:55
525446,Draw a Kitten,Free,All Levels,Graphic Design,https://www.udemy.com/draw-a-kitten/,1.5,11,0,68,3812,2015-12-06 11:37:40
1249378,AutoCAD Course - Learn Online AutoCAD in Urdu Hindi,Free,All Levels,Graphic Design,https://www.udemy.com/autocad-course-in-urdu-hindi/,2.0,22,0,2,105,2017-06-13 10:32:48
17349,Figure Drawing From Life Using The Reilly Technique.,Free,All Levels,Graphic Design,https://www.udemy.com/figure-drawing-from-life-using-the-reilly-technique/,2.5,22,0,1041,47811,2012-09-05 11:14:57
1181578,Deinen Roman setzen mit PagePlus in 10 einfachen Schritten,Free,All Levels,Graphic Design,https://www.udemy.com/deinen-roman-setzen-mit-pageplus-in-10-einfachen-schritten/,3.5,25,0,6,69,2017-04-24 09:44:12
348116,Photoshop In-Depth: Master all of Photoshop's Tools Easily,Free,All Levels,Graphic Design,https://www.udemy.com/photoshop-tools/,4.5,45,0,1779,53851,2014-11-29 08:22:11
839536,Start Making Comics with Manga Studio 5 / Clip Studio Paint,Free,All Levels,Graphic Design,https://www.udemy.com/start-making-comics/,6.5,77,0,125,5301,2016-06-20 07:49:47
399938,Professional Logo Design in Adobe Illustrator,Free,All Levels,Graphic Design,https://www.udemy.com/professional-logo-design-crash-course/,7.5,45,0,1563,44044,2015-01-22 03:18:06
1034414,Fingerstyle Guitar Mastery: 3 Techniques You Need To Know,Free,All Levels,Musical Instruments,https://www.udemy.com/3-fingerstyle-guitar-techniques-you-need-to-know/,0.566666667,13,0,40,3042,2016-12-13 08:13:47
762374,Guitar Lessons - String Bending And Vibrato Essentials,Free,All Levels,Musical Instruments,https://www.udemy.com/guitar-lessons-string-bending-and-vibrato-essentials/,1.0,5,0,28,3325,2016-02-15 09:04:24
670376,Piano Tutorial : Ludovico Einaudi - Una Mattina,Free,All Levels,Musical Instruments,https://www.udemy.com/piano-tutorial-ludovico-einaudi-una-mattina/,1.13,6,0,23,1631,2015-11-23 10:07:41
806638,Blues Master - Beginner's Techniques Piano Course,Free,All Levels,Musical Instruments,https://www.udemy.com/blues-master-basic-techniques-piano-course/,1.5,16,0,41,2618,2016-03-28 05:12:41
873386,Guitar Lessons: The Essential Beginner & Intermediate Course,Free,All Levels,Musical Instruments,https://www.udemy.com/guitar-lessons-the-essential-beginner-intermediate-course/,2.0,23,0,39,2566,2016-10-06 11:18:36
1191088,Learn to play in the Key of G on any Bluegrass Instrument,Free,All Levels,Musical Instruments,https://www.udemy.com/how-to-improvise-in-the-key-of-g-on-any-bluegrass-instrument/,2.5,36,0,3,349,2017-05-29 10:27:42
217978,ãƒ–ãƒ«ãƒ¼ã‚¹ã‚®ã‚¿ãƒ¼å…¥é–€,Free,All Levels,Musical Instruments,https://www.udemy.com/morimusictv/,3.5,23,0,6,462,2014-05-16 09:00:12
807934,The 80/20 Guitar: Write Music and Play Guitar in 30 Days,Free,All Levels,Musical Instruments,https://www.udemy.com/8020guitar/,3.5,24,0,28,2610,2016-04-20 08:48:09
364716,"Beginner Violin 101: Care, Maintenance, and the Right Gear",Free,All Levels,Musical Instruments,https://www.udemy.com/beginner-violin-101-care-maintenance-and-the-right-gear/,4.0,29,0,107,5543,2015-02-03 04:09:19
